Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,POS_Tags_Summary,POS_Tags_Text,Sentiment_Summary,Sentiment_Text
215,B002TDK0VK,A3FU8FVBZ8ZODD,D. Anthony,0,1,4,1320796800,Best by the case,Don't buy just a few of these!  I order these by the case.  I can't even remember the first time I tasted an anchovy stuffed olive but I have tried several of the brands online and this brand is my favorite.,best case,dont buy order case cant even remember first time tasted anchovy stuffed olive tried several brands online brand favorite,"[('best', 'JJS'), ('case', 'NN')]","[('dont', 'NN'), ('buy', 'VB'), ('order', 'NN'), ('case', 'NN'), ('cant', 'VB'), ('even', 'RB'), ('remember', 'VB'), ('first', 'JJ'), ('time', 'NN'), ('tasted', 'VBN'), ('anchovy', 'JJ'), ('stuffed', 'NNS'), ('olive', 'JJ'), ('tried', 'VBD'), ('several', 'JJ'), ('brands', 'NNS'), ('online', 'JJ'), ('brand', 'NN'), ('favorite', 'NN')]",0.6369,0.6476
216,B002TDK0VK,A24HJWXL3LHULM,scott Smith,0,1,5,1289865600,Looking for a different flavor?,I order these olives a lot. They are un-like any other olives out there. The subtle flavors of the brine go great with cheeses. One of my favorite appetizer treats for guests.,looking different flavor,order olives lot unlike olives subtle flavors brine go great cheeses one favorite appetizer treats guests,"[('looking', 'VBG'), ('different', 'JJ'), ('flavor', 'NN')]","[('order', 'NN'), ('olives', 'NNS'), ('lot', 'VBP'), ('unlike', 'IN'), ('olives', 'NNS'), ('subtle', 'JJ'), ('flavors', 'NNS'), ('brine', 'VBP'), ('go', 'VB'), ('great', 'JJ'), ('cheeses', 'NNS'), ('one', 'CD'), ('favorite', 'JJ'), ('appetizer', 'NN'), ('treats', 'NNS'), ('guests', 'NNS')]",0.0,0.7964
217,B002TDK0VK,A3GRP8QRFGDH8T,Technically Proficient,1,4,1,1296086400,Price cannot be correct,"Hey, the description says 360 grams - that is roughly 13 ounces at under $4.00 per can. No way - that is the approximate price for a 100 gram can.",price correct,hey description says grams roughly ounces per way approximate price gram,"[('price', 'NN'), ('correct', 'NN')]","[('hey', 'NN'), ('description', 'NN'), ('says', 'VBZ'), ('grams', 'NNS'), ('roughly', 'RB'), ('ounces', 'NNS'), ('per', 'IN'), ('way', 'NN'), ('approximate', 'JJ'), ('price', 'NN'), ('gram', 'NN')]",0.0,-0.296
218,B0040WAG7Q,A19SDJ2TSSL8HI,K. McGee,0,0,3,1347667200,More Hot/Spicy than McCormick's Brand,"My husband and I are both kind of wimpy when it comes to hot things and this seasoning is just a bit too spicy for us. It definitely makes you sweat a bit when you're eating it. It was still edible to us by adding a good sized dollop of sour cream but I don't think I would buy it again due to the heat. We prefer the milder McCormick's brand of Fajita mix. I've also had fajitas in a couple of different restaurants and it wasn't as spicy as this mix is.<br /><br />If you like super spicy then this is not burning hot so you might want to keep that in mind. To me it was more than medium hot but not by too much.<br /><br />I gave it three stars because it was pretty easy to make and it's versatile in that you could vary the veggies you put in it. You take a plastic bag, a couple of tbs of vegetable oil, 1/4 cup water and mix the seasoning, water and oil together then add the chicken strips to the bag and let it marinate for 5 minutes. In the meantime, it says to stir fry your veggies (peppers and onion) but I found it easier to just cook the chicken and veggies together and I don't think it affected quality or taste. I also used extra virgin olive oil rather than vegetable oil.<br /><br />I have one more package of this to use and next time I'm going to add more veggies and maybe some chopped tomato to cut the heat a bit more.",hotspicy mccormicks brand,husband kind wimpy comes hot things seasoning bit spicy us definitely makes sweat bit youre eating still edible us adding good sized dollop sour cream dont think would buy due heat prefer milder mccormicks brand fajita mix ive also fajitas couple different restaurants wasnt spicy mix isbr br like super spicy burning hot might want keep mind medium hot muchbr br gave three stars pretty easy make versatile could vary veggies put take plastic bag couple tbs vegetable oil cup water mix seasoning water oil together add chicken strips bag let marinate minutes meantime says stir fry veggies peppers onion found easier cook chicken veggies together dont think affected quality taste also used extra virgin olive oil rather vegetable oilbr br one package use next time im going add veggies maybe chopped tomato cut heat bit,"[('hotspicy', 'NN'), ('mccormicks', 'NNS'), ('brand', 'NN')]","[('husband', 'NN'), ('kind', 'NN'), ('wimpy', 'JJ'), ('comes', 'VBZ'), ('hot', 'JJ'), ('things', 'NNS'), ('seasoning', 'VBG'), ('bit', 'NN'), ('spicy', 'JJ'), ('us', 'PRP'), ('definitely', 'RB'), ('makes', 'VBZ'), ('sweat', 'NN'), ('bit', 'NN'), ('youre', 'NN'), ('eating', 'VBG'), ('still', 'RB'), ('edible', 'JJ'), ('us', 'PRP'), ('adding', 'VBG'), ('good', 'JJ'), ('sized', 'VBN'), ('dollop', 'VB'), ('sour', 'JJ'), ('cream', 'NN'), ('dont', 'NN'), ('think', 'NN'), ('would', 'MD'), ('buy', 'VB'), ('due', 'JJ'), ('heat', 'NN'), ('prefer', 'VBP'), ('milder', 'NN'), ('mccormicks', 'NNS'), ('brand', 'NN'), ('fajita', 'VBP'), ('mix', 'NN'), ('ive', 'NN'), ('also', 'RB'), ('fajitas', 'JJ'), ('couple', 'NN'), ('different', 'JJ'), ('restaurants', 'NNS'), ('wasnt', 'VBP'), ('spicy', 'NN'), ('mix', 'NN'), ('isbr', 'VBP'), ('br', 'NN'), ('like', 'IN'), ('super', 'JJ'), ('spicy', 'NN'), ('burning', 'VBG'), ('hot', 'JJ'), ('might', 'MD'), ('want', 'VB'), ('keep', 'VB'), ('mind', 'NN'), ('medium', 'NN'), ('hot', 'JJ'), ('muchbr', 'NN'), ('br', 'NN'), ('gave', 'VBD'), ('three', 'CD'), ('stars', 'NNS'), ('pretty', 'RB'), ('easy', 'JJ'), ('make', 'VBP'), ('versatile', 'NN'), ('could', 'MD'), ('vary', 'VB'), ('veggies', 'NNS'), ('put', 'VB'), ('take', 'VB'), ('plastic', 'NN'), ('bag', 'NN'), ('couple', 'NN'), ('tbs', 'NN'), ('vegetable', 'JJ'), ('oil', 'NN'), ('cup', 'NN'), ('water', 'NN'), ('mix', 'NN'), ('seasoning', 'VBG'), ('water', 'NN'), ('oil', 'NN'), ('together', 'RB'), ('add', 'VB'), ('chicken', 'JJ'), ('strips', 'NNS'), ('bag', 'VBP'), ('let', 'VB'), ('marinate', 'VB'), ('minutes', 'NNS'), ('meantime', 'RB'), ('says', 'VBZ'), ('stir', 'NN'), ('fry', 'NN'), ('veggies', 'NNS'), ('peppers', 'NNS'), ('onion', 'VBP'), ('found', 'VBN'), ('easier', 'JJR'), ('cook', 'NN'), ('chicken', 'NN'), ('veggies', 'VBZ'), ('together', 'RB'), ('dont', 'JJ'), ('think', 'NN'), ('affected', 'VBD'), ('quality', 'NN'), ('taste', 'NN'), ('also', 'RB'), ('used', 'VBD'), ('extra', 'JJ'), ('virgin', 'NN'), ('olive', 'JJ'), ('oil', 'NN'), ('rather', 'RB'), ('vegetable', 'JJ'), ('oilbr', 'NN'), ('br', 'NN'), ('one', 'CD'), ('package', 'NN'), ('use', 'NN'), ('next', 'JJ'), ('time', 'NN'), ('im', 'NN'), ('going', 'VBG'), ('add', 'JJ'), ('veggies', 'NNS'), ('maybe', 'RB'), ('chopped', 'VBD'), ('tomato', 'NN'), ('cut', 'NN'), ('heat', 'NN'), ('bit', 'NN')]",0.0,0.9736
219,B001EO5ZMO,AW497M5SEXAPQ,Neal Pollack,5,5,5,1266105600,Ahmad Loose Imperial Blend Tea is great for the price,"A friend who'd been drinking tea for 80 of his 84 years introduced me to this tea a few months ago. Even took me over to the store and bought me a pound. At $7/lb. in a retail store or a little over $9 with shipping from an online merchant, I think it's great. I've been drinking Earl Grey, English Breakfast, Irish Breakfast, Lapsang Souchong, Assam, etc. Most of them were over $30/lb. with shipping. Aside from the Lapsang Souchong, I think this is a great replacement for all the rest. Has everything I'm looking for in a strong, full-bodied black tea with enough character to keep it from becoming boring. My current favorite afternoon tea. Unless you're extremely jaded or a tea snob, you'll love it.",ahmad loose imperial blend tea great price,friend whod drinking tea years introduced tea months ago even took store bought pound lb retail store little shipping online merchant think great ive drinking earl grey english breakfast irish breakfast lapsang souchong assam etc lb shipping aside lapsang souchong think great replacement rest everything im looking strong fullbodied black tea enough character keep becoming boring current favorite afternoon tea unless youre extremely jaded tea snob youll love,"[('ahmad', 'RB'), ('loose', 'JJ'), ('imperial', 'JJ'), ('blend', 'NN'), ('tea', 'NN'), ('great', 'JJ'), ('price', 'NN')]","[('friend', 'NN'), ('whod', 'NN'), ('drinking', 'VBG'), ('tea', 'NN'), ('years', 'NNS'), ('introduced', 'VBD'), ('tea', 'JJ'), ('months', 'NNS'), ('ago', 'RB'), ('even', 'RB'), ('took', 'VBD'), ('store', 'NN'), ('bought', 'VBD'), ('pound', 'NN'), ('lb', 'NN'), ('retail', 'JJ'), ('store', 'NN'), ('little', 'JJ'), ('shipping', 'JJ'), ('online', 'JJ'), ('merchant', 'NN'), ('think', 'VBP'), ('great', 'JJ'), ('ive', 'JJ'), ('drinking', 'NN'), ('earl', 'NN'), ('grey', 'NN'), ('english', 'JJ'), ('breakfast', 'NN'), ('irish', 'JJ'), ('breakfast', 'NN'), ('lapsang', 'NN'), ('souchong', 'JJ'), ('assam', 'NN'), ('etc', 'FW'), ('lb', 'NN'), ('shipping', 'VBG'), ('aside', 'RB'), ('lapsang', 'RB'), ('souchong', 'JJ'), ('think', 'VBP'), ('great', 'JJ'), ('replacement', 'NN'), ('rest', 'NN'), ('everything', 'NN'), ('im', 'NN'), ('looking', 'VBG'), ('strong', 'JJ'), ('fullbodied', 'JJ'), ('black', 'JJ'), ('tea', 'NN'), ('enough', 'JJ'), ('character', 'NN'), ('keep', 'VB'), ('becoming', 'VBG'), ('boring', 'JJ'), ('current', 'JJ'), ('favorite', 'JJ'), ('afternoon', 'NN'), ('tea', 'NN'), ('unless', 'IN'), ('youre', 'NN'), ('extremely', 'RB'), ('jaded', 'VBD'), ('tea', 'NN'), ('snob', 'NN'), ('youll', 'NN'), ('love', 'NN')]",0.4215,0.9424
220,B001EO5ZMO,A3KQ1480MHXXCW,M'ville,3,3,5,1272412800,Nice tea,"I love strong, full bodied quality tea and typically drink assam, irish breakfast or early grey tea, but as the other reviewer noted the price per pound can be discouraging. So I have been searching for a quality full bodied tea that wasn't bitter at a more palatable price point, and this certainly fits the bill. And unlike some other teas where they tend to be better in one form or another, i.e. iced vs. hot, this tea is excellent in both forms. I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesn't cost an arm and leg.",nice tea,love strong full bodied quality tea typically drink assam irish breakfast early grey tea reviewer noted price per pound discouraging searching quality full bodied tea wasnt bitter palatable price point certainly fits bill unlike teas tend better one form another ie iced vs hot tea excellent forms would certainly recommend anyone prefers smooth full bodied quality tea doesnt cost arm leg,"[('nice', 'JJ'), ('tea', 'NN')]","[('love', 'NN'), ('strong', 'JJ'), ('full', 'JJ'), ('bodied', 'VBN'), ('quality', 'NN'), ('tea', 'NN'), ('typically', 'RB'), ('drink', 'VB'), ('assam', 'JJ'), ('irish', 'JJ'), ('breakfast', 'NN'), ('early', 'JJ'), ('grey', 'NN'), ('tea', 'NN'), ('reviewer', 'NN'), ('noted', 'VBD'), ('price', 'NN'), ('per', 'IN'), ('pound', 'NN'), ('discouraging', 'VBG'), ('searching', 'VBG'), ('quality', 'NN'), ('full', 'JJ'), ('bodied', 'VBD'), ('tea', 'JJ'), ('wasnt', 'JJ'), ('bitter', 'NN'), ('palatable', 'JJ'), ('price', 'NN'), ('point', 'NN'), ('certainly', 'RB'), ('fits', 'VBZ'), ('bill', 'NN'), ('unlike', 'IN'), ('teas', 'NNS'), ('tend', 'VBP'), ('better', 'JJR'), ('one', 'CD'), ('form', 'NN'), ('another', 'DT'), ('ie', 'NN'), ('iced', 'VBD'), ('vs', 'JJ'), ('hot', 'JJ'), ('tea', 'NN'), ('excellent', 'JJ'), ('forms', 'NNS'), ('would', 'MD'), ('certainly', 'RB'), ('recommend', 'VB'), ('anyone', 'NN'), ('prefers', 'NNS'), ('smooth', 'CC'), ('full', 'JJ'), ('bodied', 'VBN'), ('quality', 'NN'), ('tea', 'NN'), ('doesnt', 'NN'), ('cost', 'NN'), ('arm', 'NN'), ('leg', 'NN')]",0.4215,0.9812
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,A fragrant tea,"I drink this tea plain (without sugar or milk), and it has a pleasant aroma.<br /><br />The price from Amazon is cheaper than my local grocery store.  One reviewer is right, I think it has some herbal smell to make up the aroma.  So the label ""Imperial Blend"" kind of implied the herb.<br /><br />I am not exactly a black tea drinker, so this tea is a surprise, and affordable too.  I usually prefer White Chinese tea, like White Peony, but it is more expensive, and requires lower temperature water.  But this is black tea, and this aroma kind of remind me the 'softness' of white tea.",fragrant tea,drink tea plain without sugar milk pleasant aromabr br price amazon cheaper local grocery store one reviewer right think herbal smell make aroma label imperial blend kind implied herbbr br exactly black tea drinker tea surprise affordable usually prefer white chinese tea like white peony expensive requires lower temperature water black tea aroma kind remind softness white tea,"[('fragrant', 'JJ'), ('tea', 'NN')]","[('drink', 'NN'), ('tea', 'NN'), ('plain', 'NN'), ('without', 'IN'), ('sugar', 'NN'), ('milk', 'NN'), ('pleasant', 'JJ'), ('aromabr', 'JJ'), ('br', 'NN'), ('price', 'NN'), ('amazon', 'NN'), ('cheaper', 'JJR'), ('local', 'JJ'), ('grocery', 'NN'), ('store', 'NN'), ('one', 'CD'), ('reviewer', 'JJR'), ('right', 'NN'), ('think', 'VBP'), ('herbal', 'JJ'), ('smell', 'NN'), ('make', 'VBP'), ('aroma', 'NN'), ('label', 'NN'), ('imperial', 'JJ'), ('blend', 'NN'), ('kind', 'NN'), ('implied', 'VBD'), ('herbbr', 'NN'), ('br', 'NN'), ('exactly', 'RB'), ('black', 'JJ'), ('tea', 'NN'), ('drinker', 'NN'), ('tea', 'NN'), ('surprise', 'NN'), ('affordable', 'JJ'), ('usually', 'RB'), ('prefer', 'VBP'), ('white', 'JJ'), ('chinese', 'JJ'), ('tea', 'NN'), ('like', 'IN'), ('white', 'JJ'), ('peony', 'NN'), ('expensive', 'JJ'), ('requires', 'VBZ'), ('lower', 'JJR'), ('temperature', 'NN'), ('water', 'NN'), ('black', 'JJ'), ('tea', 'NN'), ('aroma', 'NN'), ('kind', 'NN'), ('remind', 'NN'), ('softness', 'JJ'), ('white', 'JJ'), ('tea', 'NN')]",0.0,0.25
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,Best Ahmad Tea,"I've tried a variety of Ahmad tea. Not because I particularly like this brand, but they are just easier to come across.  The Imperial blend, I believe, is the most complex yet well balanced of all the ones I've tried. It's full body like a good cup of Assam, which by no means overpower the delightful, clean taste of Darjeerling, complete with a long lasting note of bergamot. I enjoy it best in the evening. It gives a satisfying and relaxing finish to a busy day.<br /><br />For those interested in the specifics: I use about 3 teaspoons of lose tea in a stainless steel infuser in a 16 oz mug, let it steep in 208F water for 2-3 min, take the infuser out, and drink it without sugar or milk to savor its sophistication.",best ahmad tea,ive tried variety ahmad tea particularly like brand easier come across imperial blend believe complex yet well balanced ones ive tried full body like good cup assam means overpower delightful clean taste darjeerling complete long lasting note bergamot enjoy best evening gives satisfying relaxing finish busy daybr br interested specifics use teaspoons lose tea stainless steel infuser oz mug let steep f water min take infuser drink without sugar milk savor sophistication,"[('best', 'JJS'), ('ahmad', 'NN'), ('tea', 'NN')]","[('ive', 'JJ'), ('tried', 'VBD'), ('variety', 'NN'), ('ahmad', 'JJ'), ('tea', 'RB'), ('particularly', 'RB'), ('like', 'JJ'), ('brand', 'NN'), ('easier', 'RBR'), ('come', 'VBN'), ('across', 'IN'), ('imperial', 'JJ'), ('blend', 'NN'), ('believe', 'VBP'), ('complex', 'NN'), ('yet', 'RB'), ('well', 'RB'), ('balanced', 'JJ'), ('ones', 'NNS'), ('ive', 'JJ'), ('tried', 'VBD'), ('full', 'JJ'), ('body', 'NN'), ('like', 'IN'), ('good', 'JJ'), ('cup', 'NN'), ('assam', 'NN'), ('means', 'VBZ'), ('overpower', 'JJR'), ('delightful', 'JJ'), ('clean', 'JJ'), ('taste', 'NN'), ('darjeerling', 'VBG'), ('complete', 'JJ'), ('long', 'RB'), ('lasting', 'JJ'), ('note', 'NN'), ('bergamot', 'NN'), ('enjoy', 'NN'), ('best', 'RBS'), ('evening', 'VBG'), ('gives', 'VBZ'), ('satisfying', 'VBG'), ('relaxing', 'VBG'), ('finish', 'JJ'), ('busy', 'JJ'), ('daybr', 'NN'), ('br', 'NN'), ('interested', 'JJ'), ('specifics', 'NNS'), ('use', 'VBP'), ('teaspoons', 'NNS'), ('lose', 'VBP'), ('tea', 'NN'), ('stainless', 'NN'), ('steel', 'NN'), ('infuser', 'NN'), ('oz', 'IN'), ('mug', 'JJ'), ('let', 'NN'), ('steep', 'VB'), ('f', 'JJ'), ('water', 'NN'), ('min', 'NNS'), ('take', 'VBP'), ('infuser', 'NN'), ('drink', 'NN'), ('without', 'IN'), ('sugar', 'NN'), ('milk', 'NN'), ('savor', 'NN'), ('sophistication', 'NN')]",0.6369,0.9883
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,My favorite tea,"I have tried literally dozens of teas since being introduced to the Russian custom of preparing and drinking tea, and the Ahmad Imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced.  I buy the three-packs as needed from Amazon and go through them rapidly. My family loves it and my friends have it in their homes now too, try one box of it and you will love it too.",favorite tea,tried literally dozens teas since introduced russian custom preparing drinking tea ahmad imperial blend probably favorite due fact equally delicious hot iced buy threepacks needed amazon go rapidly family loves friends homes try one box love,"[('favorite', 'JJ'), ('tea', 'NN')]","[('tried', 'VBN'), ('literally', 'RB'), ('dozens', 'VBZ'), ('teas', 'NNS'), ('since', 'IN'), ('introduced', 'VBN'), ('russian', 'JJ'), ('custom', 'NN'), ('preparing', 'VBG'), ('drinking', 'VBG'), ('tea', 'NN'), ('ahmad', 'JJ'), ('imperial', 'JJ'), ('blend', 'NN'), ('probably', 'RB'), ('favorite', 'JJ'), ('due', 'JJ'), ('fact', 'NN'), ('equally', 'RB'), ('delicious', 'JJ'), ('hot', 'NN'), ('iced', 'VBD'), ('buy', 'NN'), ('threepacks', 'NNS'), ('needed', 'VBD'), ('amazon', 'NN'), ('go', 'VBP'), ('rapidly', 'RB'), ('family', 'NN'), ('loves', 'VBZ'), ('friends', 'NNS'), ('homes', 'NNS'), ('try', 'VBP'), ('one', 'CD'), ('box', 'NN'), ('love', 'NN')]",0.4588,0.9623
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,Best tea ever!,This is an excellent tea.  One of the best I have ever had.  It is especially great when you prepare it with a samovar.,best tea ever,excellent tea one best ever especially great prepare samovar,"[('best', 'JJS'), ('tea', 'NN'), ('ever', 'RB')]","[('excellent', 'JJ'), ('tea', 'NN'), ('one', 'CD'), ('best', 'JJS'), ('ever', 'RB'), ('especially', 'RB'), ('great', 'JJ'), ('prepare', 'JJ'), ('samovar', 'NN')]",0.6696,0.923
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,Not a real tea,Herbal additives in this blend destroy real tea taste. It is only for people who like herbal taste. I don't.,real tea,herbal additives blend destroy real tea taste people like herbal taste dont,"[('real', 'JJ'), ('tea', 'NN')]","[('herbal', 'JJ'), ('additives', 'NNS'), ('blend', 'VBP'), ('destroy', 'JJ'), ('real', 'JJ'), ('tea', 'NN'), ('taste', 'NN'), ('people', 'NNS'), ('like', 'IN'), ('herbal', 'JJ'), ('taste', 'NN'), ('dont', 'NN')]",0.0,-0.25
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,DELICIOUS,"Makes a tasty, super easy meal, fast. BUT high in calories.<br /><br />The instructions say to saute the veggies first but I recommend cooking the chicken first. The chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess. I made it with snow peas and carrots only. I dont like the little corn.  Added some red pepper flakes for heat and served ontop of rice.  It came out wonderful! Dinner on the table in less than 30mins.",delicious,makes tasty super easy meal fast high caloriesbr br instructions say saute veggies first recommend cooking chicken first chicken takes longer cook raw chicken ontop veggies makes slimy mess made snow peas carrots dont like little corn added red pepper flakes heat served ontop rice came wonderful dinner table less mins,"[('delicious', 'JJ')]","[('makes', 'VBZ'), ('tasty', 'JJ'), ('super', 'JJ'), ('easy', 'JJ'), ('meal', 'NN'), ('fast', 'RB'), ('high', 'JJ'), ('caloriesbr', 'NN'), ('br', 'NN'), ('instructions', 'NNS'), ('say', 'VBP'), ('saute', 'NN'), ('veggies', 'NNS'), ('first', 'RB'), ('recommend', 'VBP'), ('cooking', 'VBG'), ('chicken', 'NN'), ('first', 'RB'), ('chicken', 'JJ'), ('takes', 'VBZ'), ('longer', 'JJR'), ('cook', 'VB'), ('raw', 'JJ'), ('chicken', 'NN'), ('ontop', 'JJ'), ('veggies', 'NNS'), ('makes', 'VBZ'), ('slimy', 'JJ'), ('mess', 'NN'), ('made', 'VBD'), ('snow', 'JJ'), ('peas', 'JJ'), ('carrots', 'NNS'), ('dont', 'VBP'), ('like', 'IN'), ('little', 'JJ'), ('corn', 'NN'), ('added', 'VBD'), ('red', 'JJ'), ('pepper', 'NN'), ('flakes', 'VBZ'), ('heat', 'NN'), ('served', 'VBD'), ('ontop', 'JJ'), ('rice', 'NN'), ('came', 'VBD'), ('wonderful', 'JJ'), ('dinner', 'NN'), ('table', 'NN'), ('less', 'JJR'), ('mins', 'NNS')]",0.5719,0.7951
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,Best Bloody Mary mixer,"I think I have tried just about every Bloody Mary mixer on the market at one time or the other.  Most have too much sugar or worst, corn syrup.  This mixer is all natural ingredients and very tasty. It does have a little kick. Enjoy.",best bloody mary mixer,think tried every bloody mary mixer market one time much sugar worst corn syrup mixer natural ingredients tasty little kick enjoy,"[('best', 'JJS'), ('bloody', 'NN'), ('mary', 'JJ'), ('mixer', 'NN')]","[('think', 'NN'), ('tried', 'VBD'), ('every', 'DT'), ('bloody', 'NN'), ('mary', 'JJ'), ('mixer', 'NN'), ('market', 'NN'), ('one', 'CD'), ('time', 'NN'), ('much', 'JJ'), ('sugar', 'NN'), ('worst', 'JJS'), ('corn', 'NN'), ('syrup', 'NN'), ('mixer', 'NN'), ('natural', 'JJ'), ('ingredients', 'NNS'), ('tasty', 'JJ'), ('little', 'JJ'), ('kick', 'NN'), ('enjoy', 'NN')]",0.3182,-0.3774
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,The Best,"Might be a little spicy for some, but this stuff rocks. I use 1/2 and1/2 with V8 for a milder version , or the best is a Bloody Caesar!<br />Half mix ,half clamato!",best,might little spicy stuff rocks use v milder version best bloody caesarbr half mix half clamato,"[('best', 'JJS')]","[('might', 'MD'), ('little', 'JJ'), ('spicy', 'NN'), ('stuff', 'NN'), ('rocks', 'NNS'), ('use', 'VBP'), ('v', 'JJ'), ('milder', 'NN'), ('version', 'NN'), ('best', 'JJS'), ('bloody', 'NN'), ('caesarbr', 'VBZ'), ('half', 'JJ'), ('mix', 'JJ'), ('half', 'NN'), ('clamato', 'NN')]",0.6369,0.5475
229,B007JFV6RK,A2UC5JUVHIF80L,Abendago,1,1,5,1334016000,Mcclures bloody Mary mix,Took me one or two to get used to the pickle taste.  But now aim hooked and have to keep a bottle on hand,mcclures bloody mary mix,took one two get used pickle taste aim hooked keep bottle hand,"[('mcclures', 'NNS'), ('bloody', 'VBP'), ('mary', 'JJ'), ('mix', 'NN')]","[('took', 'VBD'), ('one', 'CD'), ('two', 'CD'), ('get', 'NN'), ('used', 'VBN'), ('pickle', 'JJ'), ('taste', 'NN'), ('aim', 'NN'), ('hooked', 'VBD'), ('keep', 'JJ'), ('bottle', 'NN'), ('hand', 'NN')]",-0.4404,0.6486
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,Not Good,This candy is not as described. The middle is almost hard it is not a silky or smooth filling as described.<br />Looks and tastes like it's way past it's expiration date.<br />Would never reccommend this. Paid a good chunk of cash for nothing,good,candy described middle almost hard silky smooth filling describedbr looks tastes like way past expiration datebr would never reccommend paid good chunk cash nothing,"[('good', 'JJ')]","[('candy', 'NN'), ('described', 'VBD'), ('middle', 'JJ'), ('almost', 'RB'), ('hard', 'JJ'), ('silky', 'JJ'), ('smooth', 'NN'), ('filling', 'VBG'), ('describedbr', 'JJ'), ('looks', 'NNS'), ('tastes', 'NNS'), ('like', 'IN'), ('way', 'NN'), ('past', 'IN'), ('expiration', 'NN'), ('datebr', 'NN'), ('would', 'MD'), ('never', 'RB'), ('reccommend', 'VB'), ('paid', 'VBD'), ('good', 'JJ'), ('chunk', 'NN'), ('cash', 'NN'), ('nothing', 'NN')]",-0.3412,0.6478
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,Love this tea!,"I started drinking the power slim tea when I was on the HCG diet to help curb cravings. Since I liked it so well, I tried some of the others and I am now hooked!  They are so satisfying that I drink them all the time.  The Energy gives you that extra pick-me-up in the afternoons that helps keep me going all day, no matter how long.",love tea,started drinking power slim tea hcg diet help curb cravings since liked well tried others hooked satisfying drink time energy gives extra pickmeup afternoons helps keep going day matter long,"[('love', 'NN'), ('tea', 'NN')]","[('started', 'VBN'), ('drinking', 'VBG'), ('power', 'NN'), ('slim', 'JJ'), ('tea', 'NN'), ('hcg', 'NN'), ('diet', 'JJ'), ('help', 'NN'), ('curb', 'NN'), ('cravings', 'NNS'), ('since', 'IN'), ('liked', 'VBN'), ('well', 'RB'), ('tried', 'JJ'), ('others', 'NNS'), ('hooked', 'VBD'), ('satisfying', 'VBG'), ('drink', 'NN'), ('time', 'NN'), ('energy', 'NN'), ('gives', 'VBZ'), ('extra', 'JJ'), ('pickmeup', 'NN'), ('afternoons', 'NNS'), ('helps', 'VBZ'), ('keep', 'VB'), ('going', 'VBG'), ('day', 'NN'), ('matter', 'NN'), ('long', 'RB')]",0.6696,0.9281
